state,modeldate,candidate_name,startdate,enddate,pollster,pollster_rating_id,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
"National","8/3/2024","Convention Bounce for Donald Trump","6/28/2024","6/30/2024","SSRS",297,1274,"rv",.9478914,0,40,39.72498,47.30927,"",87294,201882
"National","8/3/2024","Convention Bounce for Donald Trump","6/28/2024","6/30/2024","Harris Insights & Analytics",133,1500,"rv",1.198962,0,40,39.91173,47.58521,"",87304,202058
"National","8/3/2024","Convention Bounce for Donald Trump","6/28/2024","6/28/2024","Data for Progress",522,1011,"lv",.841207,0,40,39.67289,47.34423,"",87276,201737
"National","8/3/2024","Robert F. Kennedy","7/29/2024","7/31/2024","RMG Research",555,3000,"rv",1.214496,1.214496,6,6.083454,6.106801,"",87656,205165
"National","8/3/2024","Robert F. Kennedy","7/29/2024","7/29/2024","Redfield & Wilton Strategies",562,1750,"lv",1.05666,1.019649,5,4.967002,5.057016,"",87619,204785
"National","8/3/2024","Robert F. Kennedy","7/27/2024","7/30/2024","YouGov",391,1434,"rv",1.235144,1.190748,3,3.361363,3.394658,"",87628,204845
"National","8/3/2024","Robert F. Kennedy","7/26/2024","7/29/2024","American Pulse",836,1035,"lv",.9366338,.8710204,3.1,3.720494,3.821953,"",87643,204991
"National","8/3/2024","Robert F. Kennedy","7/24/2024","7/29/2024","ActiVote",721,1000,"lv",.9297488,.8320522,10.3,8.405586,8.583265,"",87639,204877
"New Hampshire","8/3/2024","Robert F. Kennedy","7/26/2024","7/28/2024","Emerson College",88,1000,"rv",1.329066,1.329066,5.8,4.917472,5.026173,"",87635,204853
"National","8/3/2024","Robert F. Kennedy","7/26/2024","7/28/2024","Harris Insights & Analytics",133,2196,"rv",1.174445,1.048737,9,5.806511,6.08198,"",87613,204702
"National","8/3/2024","Robert F. Kennedy","7/26/2024","7/27/2024","Florida Atlantic University/Mainstreet Research",770,952,"lv",.9772951,.8746024,8,6.533063,6.673549,"",87617,204775
"National","8/3/2024","Robert F. Kennedy","7/26/2024","7/28/2024","Leger",572,786,"lv",1.001678,.8964229,5,5.016801,5.162494,"",87642,204940
"Arizona","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.9615175,5,4.059472,4.187121,"",87621,204794
"Nevada","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,454,"rv",.8107653,.8107653,7,5.83258,6.07359,"",87624,204797
"Georgia","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,799,"rv",.9599783,.9599783,4,3.287805,3.334772,"",87622,204795
"Michigan","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,5,4.368186,4.464946,"",87623,204796
"Wisconsin","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,700,"rv",.9275542,.9275542,6,4.804398,4.905404,"",87627,204800
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.9615175,3,2.57446,2.623886,"",87626,204799
"Ohio","8/3/2024","Robert F. Kennedy","7/23/2024","7/28/2024","Fabrizio Lee & Associates/Impact Research",694,600,"lv",.8675019,.8675019,9,8.999999,9.14146,"",87650,205029
"National","8/3/2024","Robert F. Kennedy","7/23/2024","7/29/2024","McLaughlin & Associates",203,1000,"lv",.7394398,.6358408,8,6.966986,7.129411,"",87640,204925
"North Carolina","8/3/2024","Robert F. Kennedy","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,5,4.06256,4.164495,"",87625,204798
"National","8/3/2024","Robert F. Kennedy","7/24/2024","7/25/2024","Rasmussen Reports",277,2163,"lv",1.215129,.9997419,5,5.248401,5.39922,"",200043,2000432
"New Hampshire","8/3/2024","Robert F. Kennedy","7/24/2024","7/25/2024","Saint Anselm College",494,2083,"rv",1.363115,1.284013,3,2.917885,3.018222,"",87560,204339
"National","8/3/2024","Robert F. Kennedy","7/24/2024","7/25/2024","Ipsos",154,1238,"a",.7997612,.6575879,4,3.185833,3.314385,"",87614,204763
"Oregon","8/3/2024","Robert F. Kennedy","7/24/2024","7/26/2024","Hoffman Research Group",141,700,"lv",.8395725,.8395725,7,7.000001,7.139619,"",87634,204851
"Washington","8/3/2024","Robert F. Kennedy","7/24/2024","7/25/2024","Public Policy Polling",263,581,"lv",.9104527,.9104527,6,6.027643,6.199339,"",87576,204375
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/23/2024","7/25/2024","Bullfinch",692,800,"rv",.8577757,.777615,6,4.750279,4.816023,"",87575,204378
"National","8/3/2024","Robert F. Kennedy","7/23/2024","7/25/2024","AtlasIntel",546,1980,"rv",1.749679,1.381972,4.5,4.073135,4.213391,"",87590,204553
"New Hampshire","8/3/2024","Robert F. Kennedy","7/23/2024","7/25/2024","University of New Hampshire",357,2875,"lv",1.16764,1.066002,4,4.299802,4.422221,"",87559,204335
"Maine","8/3/2024","Robert F. Kennedy","7/23/2024","7/25/2024","University of New Hampshire",357,1445,"lv",1.02402,1.02402,4,4.029381,4.15624,"",87558,204333
"National","8/3/2024","Robert F. Kennedy","7/23/2024","7/25/2024","Fabrizio/GBAO",796,1000,"rv",.9019572,.7124045,4,3.701059,3.837054,"",87580,204500
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/22/2024","7/28/2024","Susquehanna Polling & Research Inc.",326,600,"lv",1.078603,.7762104,3,3.231874,3.28576,"",87618,204782
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/25/2024","Harris Insights & Analytics",133,2472,"lv",1.210005,.7389681,8,5.998419,6.278467,"",87579,204443
"Minnesota","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,475,"lv",.7872432,.7872432,6,5.976154,6.083031,"",87570,204355
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Rasmussen Reports",277,1074,"lv",.9242403,.5309922,4,4.230789,4.372734,"",200041,2000412
"North Carolina","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,586,"lv",.8328815,.6309597,4,3.975174,4.075073,"",87564,204357
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","Ipsos",154,1018,"rv",.8432564,.4852939,8,6.900562,7.06942,"",87530,203951
"Michigan","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1012,"rv",1.388323,.8693573,7,5.891067,5.965038,"",87585,204515
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","YouGov",391,1155,"lv",.9574304,.5428072,4,5.379285,5.508029,"",87555,204188
"Nevada","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,435,"lv",.7668447,.4801922,5,5.06964,5.141754,"",87562,204356
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,851,"lv",.9082868,.5687622,5,4.784006,4.831578,"",87563,204358
"Michigan","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Glengariff Group",117,600,"lv",.9587052,.6003338,9.7,8.7679,8.860249,"",87572,204360
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","The New York Times/Siena College",448,1142,"lv",1.681785,.9749072,5,5.014114,5.167265,"",87557,204206
"Wisconsin","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","Emerson College",88,845,"rv",1.257808,1.082504,3.4,2.873679,2.947478,"",87545,204156
"Michigan","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,512,"lv",.804052,.5034912,7,6.763083,6.840753,"",87569,204354
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Big Village",37,1492,"lv",1.173604,.6803215,5.6,5.066254,5.113939,"",87541,204138
"Wisconsin","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,523,"lv",.8087144,.6960016,5,4.773089,4.856791,"",87571,204359
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","Emerson College",88,850,"rv",1.260253,.7891607,3,2.60482,2.645837,"",87546,204157
"Arizona","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,510,"lv",.8031887,.6084656,4,4.009403,4.139096,"",87566,204351
"Florida","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,572,"lv",.8278549,.8278549,5,4.978668,5.106661,"",87567,204352
"Georgia","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,1180,"lv",.9752806,.8498426,3,3.217772,3.255405,"",87568,204353
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","RMG Research",555,2000,"rv",.9424692,.5395238,2,2.06071,2.191411,"",87539,204123
"Minnesota","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1071,"rv",1.415126,1.415126,7,5.903065,5.990003,"",87584,204511
"Arizona","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.9358239,5.2,4.228829,4.362772,"",87542,204153
"Wisconsin","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1046,"rv",1.403903,1.208237,5,4.005622,4.08471,"",87582,204503
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","SurveyMonkey",324,5265,"a",1.026118,.5948261,6,5.028443,5.178079,"",87561,204361
"Michigan","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.7735412,4.7,4.230753,4.298687,"",87544,204155
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1034,"rv",1.398447,.8756967,7,5.448525,5.495271,"",87583,204507
"Georgia","8/3/2024","Robert F. Kennedy","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,1.076427,4.1,3.400643,3.443732,"",87543,204154
"Georgia","8/3/2024","Robert F. Kennedy","7/22/2024","7/22/2024","Landmark Communications",166,400,"lv",1.007723,.7809047,4,4.015049,4.043671,"",87534,204026
"National","8/3/2024","Robert F. Kennedy","7/22/2024","7/22/2024","Marist College",183,1117,"rv",1.429356,.5281883,7,5.64782,5.769063,"",87531,203980
"National","8/3/2024","Robert F. Kennedy","7/21/2024","7/23/2024","YouGov",391,1435,"rv",.966617,.3392036,5,5.422371,5.515256,"",87536,204062
"National","8/3/2024","Robert F. Kennedy","7/19/2024","7/22/2024","YouGov",391,1178,"rv",1.001451,.1835441,5,5.422371,5.508504,"",87529,203943
"North Carolina","8/3/2024","Robert F. Kennedy","7/19/2024","7/20/2024","Public Policy Polling",263,573,"rv",.87103,.1847262,2,1.578389,1.652577,"",87526,203802
"National","8/3/2024","Robert F. Kennedy","7/19/2024","7/21/2024","Florida Atlantic University/Mainstreet Research",770,711,"lv",.8951985,.1178128,8.8,7.271392,7.365494,"",87528,203855
"National","8/3/2024","Robert F. Kennedy","7/19/2024","7/21/2024","Quinnipiac University",267,1257,"rv",1.355245,.1818012,6,5.075883,5.144424,"",87524,203795
"Arizona","8/3/2024","Robert F. Kennedy","7/19/2024","7/20/2024","Public Policy Polling",263,736,"rv",.9341649,.1981157,7,5.652732,5.736196,"",87525,203798
"New Hampshire","8/3/2024","Robert F. Kennedy","7/19/2024","7/21/2024","Praecones Analytica",257,601,"rv",.8685638,.1881233,20.5,15.96722,15.4785,"",87509,203620
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/17/2024","7/18/2024","Public Policy Polling",263,624,"rv",.8932962,.014493,4,3.322133,3.110856,"",87485,203573
"Michigan","8/3/2024","Robert F. Kennedy","7/17/2024","7/18/2024","Public Policy Polling",263,650,"rv",.9036779,.0146614,6,5.124833,4.953268,"",87486,203577
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/13/2024","7/16/2024","Civiqs",471,536,"rv",.738781,0,5,4.100765,3.460964,"",87492,203589
"Wisconsin","8/3/2024","Robert F. Kennedy","7/13/2024","7/16/2024","Civiqs",471,514,"rv",.7301393,.1322901,2,1.641467,1.218157,"",87493,203594
"Michigan","8/3/2024","Robert F. Kennedy","7/13/2024","7/16/2024","Civiqs",471,532,"rv",.7372482,0,5,4.299077,3.740941,"",87494,203593
"National","8/3/2024","Robert F. Kennedy","7/13/2024","7/16/2024","YouGov",391,1404,"rv",1.252512,0,5,5.422371,4.445093,"",87437,203235
"Virginia","8/3/2024","Robert F. Kennedy","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,265,"lv",.479259,.479259,5,4.841084,3.851142,"",87473,203521
"Georgia","8/3/2024","Robert F. Kennedy","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,312,"lv",.5097461,.0917871,9,8.072421,7.058434,"",87471,203507
"Virginia","8/3/2024","Robert F. Kennedy","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,544,"lv",.6923547,.6370167,10,9.790522,8.322893,"",87440,203513
"Georgia","8/3/2024","Robert F. Kennedy","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,549,"lv",.6749906,.0998378,6,5.214537,4.245313,"",87441,203499
"National","8/3/2024","Robert F. Kennedy","7/12/2024","7/14/2024","Big Village",37,1499,"lv",1.174875,0,9.2,8.547493,6.776227,"",87432,203162
"Virginia","8/3/2024","Robert F. Kennedy","7/9/2024","7/12/2024","The New York Times/Siena College",448,661,"lv",1.372263,1.153055,7,7.093015,5.679049,"",87404,202989
"Pennsylvania","8/3/2024","Robert F. Kennedy","7/9/2024","7/11/2024","The New York Times/Siena College",448,872,"lv",1.521815,0,6,5.653954,4.258287,"",87403,202987
"National","8/3/2024","Robert F. Kennedy","7/7/2024","7/13/2024","Manhattan Institute",781,2100,"lv",1.078746,0,6,6.519782,4.512176,"",87436,203227
"National","8/3/2024","Robert F. Kennedy","7/7/2024","7/9/2024","YouGov",391,1443,"rv",1.247629,0,5,5.422371,3.218053,"",87363,202541
"National","8/3/2024","Robert F. Kennedy","7/8/2024","7/8/2024","Redfield & Wilton Strategies",562,1101,"lv",.9610172,0,8,7.960482,5.43617,"",87364,202570
"National","8/3/2024","Robert F. Kennedy","6/28/2024","6/30/2024","Harris Insights & Analytics",133,1500,"rv",1.260684,0,16.5,12.23186,7.902925,"",87304,202058
"Arizona","8/3/2024","Kamala Harris","7/29/2024","7/30/2024","Public Policy Polling",263,618,"rv",.8908122,.8908122,47,44.97404,44.68399,"",87631,204847
"National","8/3/2024","Kamala Harris","7/29/2024","7/31/2024","RMG Research",555,3000,"rv",1.214496,1.214496,47,46.56253,46.61809,"",87656,205165
"Georgia","8/3/2024","Kamala Harris","7/29/2024","7/30/2024","Trafalgar Group/InsiderAdvantage",671,,"lv",.8285843,.8285843,47,44.2877,44.50087,"",87658,205167
"Pennsylvania","8/3/2024","Kamala Harris","7/29/2024","7/30/2024","Public Policy Polling",263,627,"rv",.8945254,.8945254,47,44.85418,44.72427,"",87632,204848
"Georgia","8/3/2024","Kamala Harris","7/29/2024","7/30/2024","Public Policy Polling",263,662,"rv",.9082701,.9082701,48,45.44197,45.522,"",87633,204849
"National","8/3/2024","Kamala Harris","7/29/2024","7/29/2024","Redfield & Wilton Strategies",562,1750,"lv",1.05666,1.019649,45,45.91231,45.98097,"",87619,204785
"National","8/3/2024","Kamala Harris","7/27/2024","7/30/2024","Civiqs",471,1123,"rv",.8738968,.8432875,49,46.03042,46.1226,"",87641,204936
"National","8/3/2024","Kamala Harris","7/27/2024","7/30/2024","YouGov",391,1434,"rv",1.235144,1.190748,46,47.10339,47.12299,"",87628,204845
"Pennsylvania","8/3/2024","Kamala Harris","7/27/2024","7/28/2024","Quantus Polls and News",859,500,"rv",.7591876,.6985504,46.4,45.35593,45.546,"",87638,204875
"National","8/3/2024","Kamala Harris","7/26/2024","7/29/2024","American Pulse",836,1035,"lv",.9366338,.8710204,46.2,45.6991,45.85724,"",87643,204991
"National","8/3/2024","Kamala Harris","7/26/2024","7/28/2024","Morning Consult",218,11538,"rv",1.150079,1.027625,47,45.38417,45.60158,"T",87597,204617
"National","8/3/2024","Kamala Harris","7/26/2024","7/28/2024","Harris Insights & Analytics",133,2196,"rv",1.174445,1.048737,43.5,44.0763,44.23684,"",87613,204702
"National","8/3/2024","Kamala Harris","7/26/2024","7/28/2024","Ipsos",154,876,"rv",.6758482,.6035414,43,42.22466,42.3852,"",87630,204846
"New Hampshire","8/3/2024","Kamala Harris","7/26/2024","7/28/2024","Emerson College",88,1000,"rv",1.329066,1.329066,47.7,48.75154,48.9636,"",87635,204853
"National","8/3/2024","Kamala Harris","7/26/2024","7/27/2024","Florida Atlantic University/Mainstreet Research",770,952,"lv",.9772951,.8746024,44,44.88788,45.03063,"",87617,204775
"National","8/3/2024","Kamala Harris","7/24/2024","7/29/2024","ActiVote",721,1000,"lv",.875528,.7817987,44.3,43.67808,43.84887,"",87639,204877
"National","8/3/2024","Kamala Harris","7/26/2024","7/28/2024","Leger",572,786,"lv",1.001678,.8964229,48,46.92573,47.13583,"",87642,204940
"Arizona","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,48,47.80323,48.15118,"",87621,204794
"Pennsylvania","8/3/2024","Kamala Harris","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,48,45.32178,45.57545,"",87647,204996
"Michigan","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,51,50.63076,50.87717,"",87623,204796
"National","8/3/2024","Kamala Harris","7/25/2024","7/27/2024","Morning Consult",218,4000,"rv",.2482506,.2129593,47,45.36312,45.62083,"T",87598,204618
"Ohio","8/3/2024","Kamala Harris","7/23/2024","7/28/2024","Fabrizio Lee & Associates/Impact Research",694,600,"lv",.8675019,.8675019,39,39,39.1685,"",87650,205029
"Wisconsin","8/3/2024","Kamala Harris","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,48,45.47484,45.74866,"",87648,204997
"Nevada","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,454,"rv",.8107653,.8107653,43,43.58656,43.97205,"",87624,204797
"Arizona","8/3/2024","Kamala Harris","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,43,41.01242,41.34389,"",87644,204993
"Michigan","8/3/2024","Kamala Harris","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,45,42.98158,43.21736,"",87645,204994
"Georgia","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,799,"rv",.9599783,.8066291,45,45.44429,45.79435,"",87622,204795
"Nevada","8/3/2024","Kamala Harris","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,45,42.33943,42.73516,"",87646,204995
"National","8/3/2024","Kamala Harris","7/23/2024","7/29/2024","McLaughlin & Associates",203,1000,"lv",.7394398,.6358408,41,42.1741,42.4258,"",87640,204925
"North Carolina","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,44,44.84625,45.0668,"",87625,204798
"Wisconsin","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,700,"rv",.9275542,.9275542,44,45.0761,45.35656,"",87627,204800
"Florida","8/3/2024","Kamala Harris","7/24/2024","7/27/2024","University of North Florida",360,774,"lv",1.264148,1.264148,42,39.24257,39.66333,"",87612,204676
"Pennsylvania","8/3/2024","Kamala Harris","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,44,44.92406,45.187,"",87626,204799
"National","8/3/2024","Kamala Harris","7/24/2024","7/26/2024","Morning Consult",218,4000,"rv",.2480395,.2038605,46,44.34574,44.66348,"T",87599,204619
"Oregon","8/3/2024","Kamala Harris","7/24/2024","7/26/2024","Hoffman Research Group",141,700,"lv",.8395725,.8395725,45,45,45.22293,"",87634,204851
"Washington","8/3/2024","Kamala Harris","7/24/2024","7/25/2024","Public Policy Polling",263,581,"lv",.9104527,.9104527,52,50.09044,51.06607,"",87576,204375
"National","8/3/2024","Kamala Harris","7/24/2024","7/25/2024","Rasmussen Reports",277,2163,"lv",1.215129,.9997419,45,45.30244,45.61142,"",200043,2000432
"National","8/3/2024","Kamala Harris","7/24/2024","7/25/2024","Ipsos",154,1238,"a",.6252246,.5142083,38,40.92013,41.17939,"",87614,204763
"New Hampshire","8/3/2024","Kamala Harris","7/24/2024","7/25/2024","Saint Anselm College",494,2083,"rv",1.363115,1.284013,50,50.40952,50.67814,"",87560,204339
"New Hampshire","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","University of New Hampshire",357,2875,"lv",1.16764,1.066002,49,48.82363,49.1239,"",87559,204335
"National","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","Angus Reid Global",13,1743,"rv",1.373048,1.084492,44,43.55377,43.92669,"",87592,204593
"National","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","Morning Consult",218,4000,"rv",.2505119,.1967857,46,44.32475,44.70431,"T",87600,204620
"Pennsylvania","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","Bullfinch",692,800,"rv",.8577757,.6522411,44,45.03294,45.36978,"",87575,204378
"National","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","Fabrizio/GBAO",796,1000,"rv",.9019572,.7124045,45,45.62033,45.99183,"",87580,204500
"Minnesota","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","SurveyUSA",325,656,"lv",1.293963,1.293963,50,47.35845,47.6587,"",87581,204502
"National","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","AtlasIntel",546,1980,"rv",1.749679,1.381972,46.1,46.2793,46.65558,"",87590,204553
"Maine","8/3/2024","Kamala Harris","7/23/2024","7/25/2024","University of New Hampshire",357,1445,"lv",1.02402,1.02402,48,47.98524,48.22034,"",87558,204333
"Pennsylvania","8/3/2024","Kamala Harris","7/22/2024","7/28/2024","Susquehanna Polling & Research Inc.",326,600,"lv",1.078603,.6478565,47,46.42922,46.97773,"",87618,204782
"National","8/3/2024","Kamala Harris","7/22/2024","7/25/2024","Harris Insights & Analytics",133,2472,"lv",1.193619,.7269784,45,44.39862,45.10039,"",87579,204443
"National","8/3/2024","Kamala Harris","7/22/2024","7/26/2024","Clarity Campaign Labs",52,995,"lv",1.142427,.7022637,48,44.89404,45.61524,"",87659,205198
"Pennsylvania","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","Emerson College",88,850,"rv",1.260253,.6563057,44.3,45.24693,45.90319,"",87546,204157
"National","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","Ipsos",154,1018,"rv",.724315,.4142597,42,43.25233,44.02699,"",87530,203951
"Michigan","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,512,"lv",.804052,.4850955,41,41.72204,42.37813,"",87569,204354
"Nevada","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,435,"lv",.7668447,.6576853,43,42.813,43.71309,"",87562,204356
"Pennsylvania","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,851,"lv",.9082868,.4730112,42,42.60384,43.25834,"",87563,204358
"Michigan","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.7452789,43.8,44.82998,45.48655,"",87544,204155
"National","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Morning Consult",218,11297,"rv",.4410342,.2458794,46,44.19881,45.03086,"T",87552,204169
"Georgia","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,1180,"lv",.9752806,.5078998,42,42.29281,43.06123,"",87568,204353
"Florida","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,572,"lv",.8278549,.7100108,39,38.91508,39.76279,"",87567,204352
"Arizona","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,510,"lv",.8031887,.4182789,43,42.96548,43.80257,"",87566,204351
"Minnesota","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1071,"rv",1.415126,1.057523,47,47.80932,48.40669,"",87584,204511
"Minnesota","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,475,"lv",.7872432,.5883062,44,44.6195,45.22332,"",87570,204355
"Georgia","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,43.3,44.14316,44.90478,"",87543,204154
"North Carolina","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,586,"lv",.8328815,.6309597,43,43.29949,43.90874,"",87564,204357
"National","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Rasmussen Reports",277,1074,"lv",.9242403,.5309922,42,42.29948,43.11691,"",200041,2000412
"Wisconsin","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,523,"lv",.8087144,.4879084,44,44.39091,45.04517,"",87571,204359
"National","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","RMG Research",555,2000,"rv",.9424692,.5395238,46,45.56337,46.39872,"",87539,204123
"Pennsylvania","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1034,"rv",1.398447,.7282733,45,45.71787,46.37318,"",87583,204507
"Arizona","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,39.8,41.26657,42.09772,"",87542,204153
"Wisconsin","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","Emerson College",88,845,"rv",1.257808,.7588529,45.4,46.36192,47.01894,"",87545,204156
"Wisconsin","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1046,"rv",1.403903,.8469938,46,46.75521,47.41339,"",87582,204503
"National","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Change Research",48,2137,"rv",1.139644,.6606354,44,43.31518,44.10215,"",87553,204173
"National","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","The New York Times/Siena College",448,1142,"lv",1.681785,.9749072,44,43.98884,44.77305,"",87557,204206
"National","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Big Village",37,1492,"lv",1.173604,.6803215,42.7,44.00602,44.83384,"",87541,204138
"Michigan","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1012,"rv",1.388323,.8375943,43,44.14751,44.79909,"",87585,204515
"National","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","SSRS",297,1631,"rv",.9972708,.5781038,46,44.36356,45.1106,"",200042,2000421
"National","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","SurveyMonkey",324,5265,"a",1.026118,.5948261,38,42.01261,42.79654,"",87561,204361
"National","8/3/2024","Kamala Harris","7/22/2024","7/23/2024","YouGov",391,1155,"lv",.9574304,.5428072,44,43.91976,44.66719,"",87555,204188
"Michigan","8/3/2024","Kamala Harris","7/22/2024","7/24/2024","Glengariff Group",117,600,"lv",.9587052,.5783999,41.6,42.21106,42.86091,"",87572,204360
"Pennsylvania","8/3/2024","Kamala Harris","7/20/2024","7/23/2024","North Star Opinion Research",233,600,"lv",.9908795,.2785951,45,42.61895,43.60846,"",87540,204126
